Date,Open,High,Low,Close,Adj_Close,Volume
1986-04-01,0.095486,0.121962,0.092882,0.111979,0.070038,547142400
1986-05-01,0.111979,0.123264,0.107639,0.121528,0.076011,333446400
1986-06-01,0.121528,0.121528,0.102431,0.106771,0.066781,293788800
1986-07-01,0.106771,0.109375,0.090278,0.098958,0.061894,460800000
1986-08-01,0.098958,0.106771,0.094618,0.098958,0.061894,266256000
1986-09-01,0.098958,0.109375,0.091146,0.098090,0.061351,285120000
1986-10-01,0.098090,0.139757,0.095486,0.134549,0.084155,1565712000
1986-11-01,0.135417,0.177951,0.135417,0.172743,0.108044,1053964800
1986-12-01,0.172743,0.173611,0.157118,0.167535,0.104787,721526400
1987-01-01,0.167535,0.269097,0.164931,0.253906,0.158808,1961596800
1987-02-01,0.253906,0.276042,0.230903,0.266493,0.166681,1834272000
1987-03-01,0.266493,0.343750,0.255208,0.335938,0.210116,1783324800
1987-04-01,0.335938,0.378472,0.314236,0.361111,0.225861,2118585600
1987-05-01,0.361111,0.445313,0.356771,0.400174,0.250293,2192054400
1987-06-01,0.400174,0.400174,0.334201,0.354167,0.221518,1729353600
1987-07-01,0.353299,0.367188,0.307292,0.326389,0.204144,1813536000
1987-08-01,0.326389,0.421007,0.316840,0.412326,0.257894,2034921600
1987-09-01,0.409722,0.462674,0.368056,0.460069,0.287755,1554912000
1987-10-01,0.460069,0.550347,0.258681,0.345486,0.216088,3567225600
1987-11-01,0.342014,0.361111,0.281250,0.310764,0.194371,1550188800
1987-12-01,0.309028,0.388889,0.277778,0.376736,0.235634,1780200000
1988-01-01,0.380208,0.428819,0.364583,0.387153,0.242149,1966795200
1988-02-01,0.394097,0.421875,0.345486,0.412326,0.257894,1403899200
1988-03-01,0.414931,0.454861,0.376736,0.392361,0.245407,2113675200
1988-04-01,0.388889,0.407986,0.366319,0.378472,0.236719,1155096000
1988-05-01,0.378472,0.411458,0.371528,0.402778,0.251922,1033012800
1988-06-01,0.404514,0.468750,0.401042,0.465278,0.291013,1198598400
1988-07-01,0.465278,0.489583,0.394097,0.413194,0.258437,1401105600
1988-08-01,0.414931,0.416667,0.331597,0.347222,0.217174,1862596800
1988-09-01,0.343750,0.383681,0.333333,0.362847,0.226947,1216584000
1988-10-01,0.355903,0.375000,0.331597,0.340278,0.212831,1532102400
1988-11-01,0.340278,0.350694,0.314236,0.328125,0.205229,1558929600
1988-12-01,0.329861,0.376736,0.326389,0.369792,0.231290,1030464000
1989-01-01,0.371528,0.418403,0.348958,0.414063,0.258980,1375084800
1989-02-01,0.413194,0.449653,0.406250,0.413194,0.258437,1802145600
1989-03-01,0.416667,0.432292,0.317708,0.346354,0.216631,3058704000
1989-04-01,0.347222,0.392361,0.329861,0.388021,0.242692,1134820800
1989-05-01,0.384549,0.423611,0.354167,0.420139,0.262781,1258977600
1989-06-01,0.418403,0.421875,0.355903,0.368056,0.230205,1072584000
1989-07-01,0.368924,0.395833,0.357639,0.380208,0.237805,1221019200
1989-08-01,0.380208,0.420139,0.375000,0.407986,0.255179,1380729600
1989-09-01,0.409722,0.482639,0.401042,0.475694,0.297528,1284523200
1989-10-01,0.473958,0.597222,0.472222,0.567708,0.355079,2608992000
1989-11-01,0.567708,0.619792,0.527778,0.604167,0.377883,1835870400
1989-12-01,0.605035,0.612847,0.520833,0.604167,0.377883,1460664000
1990-01-01,0.605903,0.666667,0.583333,0.642361,0.401772,2380968000
1990-02-01,0.642361,0.697917,0.640625,0.685764,0.428919,1429344000
1990-03-01,0.684028,0.812500,0.684028,0.769097,0.481040,1717819200
1990-04-01,0.762153,0.875000,0.758681,0.805556,0.503844,1200837600
1990-05-01,0.815972,1.093750,0.788194,1.013889,0.634148,1634767200
1990-06-01,1.017361,1.079861,0.986111,1.055556,0.660209,1165960800
1990-07-01,1.055556,1.121528,0.913194,0.923611,0.577683,1548979200
1990-08-01,0.920139,0.934028,0.704861,0.854167,0.534248,1983837600
1990-09-01,0.847222,0.881944,0.756944,0.875000,0.547278,1270843200
1990-10-01,0.899306,0.951389,0.743056,0.885417,0.553794,2198116800
1990-11-01,0.875000,1.031250,0.871528,1.003472,0.627632,1253152800
1990-12-01,1.017361,1.065972,0.979167,1.045139,0.653693,960004800
1991-01-01,1.041667,1.381944,1.013889,1.362847,0.852408,2219774400
1991-02-01,1.375000,1.513889,1.350694,1.440972,0.901272,1781582400
1991-03-01,1.430556,1.569444,1.291667,1.473958,0.921903,1932552000
1991-04-01,1.472222,1.631944,1.333333,1.375000,0.860008,1985781600
1991-05-01,1.368056,1.562500,1.342014,1.524306,0.953394,1462701600
1991-06-01,1.520833,1.593750,1.354167,1.419271,0.887698,1295402400
1991-07-01,1.432292,1.541667,1.260417,1.531250,0.957737,1587283200
1991-08-01,1.536458,1.807292,1.494792,1.776042,1.110844,1281158400
1991-09-01,1.770833,1.875000,1.666667,1.854167,1.159709,834076800
1991-10-01,1.854167,1.984375,1.796875,1.955729,1.223232,1061928000
1991-11-01,1.947917,2.119792,1.890625,2.026042,1.267210,887236800
1991-12-01,2.005208,2.333333,2.000000,2.317708,1.449636,808771200
1992-01-01,2.307292,2.776042,2.281250,2.505208,1.566909,1468929600
1992-02-01,2.463542,2.687500,2.354167,2.572917,1.609259,1394030400
1992-03-01,2.578125,2.713542,2.432292,2.468750,1.544106,1204272000
1992-04-01,2.442708,2.692708,2.229167,2.296875,1.436606,2138961600
1992-05-01,2.302083,2.546875,2.276042,2.520833,1.576683,1069233600
1992-06-01,2.510417,2.593750,2.054688,2.187500,1.368195,1576800000
1992-07-01,2.195313,2.335938,2.046875,2.273438,1.421947,1245196800
1992-08-01,2.273438,2.343750,2.125000,2.328125,1.456151,889324800
1992-09-01,2.312500,2.562500,2.289063,2.515625,1.573426,1002921600
1992-10-01,2.500000,2.820313,2.367188,2.773438,1.734676,1146720000
1992-11-01,2.781250,2.968750,2.726563,2.910156,1.820189,1227161600
1992-12-01,2.898438,2.937500,2.664063,2.667969,1.668710,1133328000
1993-01-01,2.656250,2.937500,2.640625,2.703125,1.690699,1411331200
1993-02-01,2.695313,2.820313,2.398438,2.605469,1.629619,1548342400
1993-03-01,2.617188,2.945313,2.539063,2.890625,1.807973,1197958400
1993-04-01,2.890625,2.960938,2.492188,2.671875,1.671153,1298633600
1993-05-01,2.671875,2.984375,2.640625,2.894531,1.810416,1304448000
1993-06-01,2.906250,3.062500,2.710938,2.750000,1.720017,1216211200
1993-07-01,2.757813,2.765625,2.250000,2.312500,1.446378,1953414400
1993-08-01,2.335938,2.476563,2.199219,2.347656,1.468367,1871481600
1993-09-01,2.351563,2.632813,2.289063,2.578125,1.612517,1162460800
1993-10-01,2.578125,2.679688,2.437500,2.503906,1.566096,1370752000
1993-11-01,2.507813,2.593750,2.375000,2.500000,1.563652,966515200
1993-12-01,2.515625,2.703125,2.476563,2.519531,1.575869,934784000
1994-01-01,2.515625,2.718750,2.476563,2.660156,1.663823,1233651200
1994-02-01,2.656250,2.679688,2.437500,2.578125,1.612517,1368720000
1994-03-01,2.593750,2.789063,2.492188,2.648438,1.656494,1377510400
1994-04-01,2.578125,2.976563,2.562500,2.890625,1.807973,1871520000
1994-05-01,2.898438,3.360352,2.839844,3.359375,2.101157,1629892800
1994-06-01,3.343750,3.414063,3.078125,3.226563,2.018089,2439195200
1994-07-01,3.226563,3.234375,2.929688,3.218750,2.013202,1527966400
1994-08-01,3.226563,3.703125,3.218750,3.632813,2.272183,1290998400
1994-09-01,3.562500,3.640625,3.429688,3.507813,2.194000,964849600
1994-10-01,3.507813,3.984375,3.367188,3.937500,2.462752,1207155200
1994-11-01,3.921875,4.070313,3.796875,3.929688,2.457866,1024286400
1994-12-01,3.914063,4.015625,3.671875,3.820313,2.389456,1059353600
1995-01-01,3.843750,4.078125,3.640625,3.710938,2.321047,1111609600
1995-02-01,3.710938,3.953125,3.648438,3.937500,2.462752,998657600
1995-03-01,3.945313,4.632813,3.921875,4.445313,2.780370,1415724800
1995-04-01,4.437500,5.132813,4.296875,5.109375,3.195714,1299571200
1995-05-01,5.117188,5.593750,4.929688,5.292969,3.310546,1333040000
1995-06-01,5.312500,5.773438,5.109375,5.648438,3.532877,1270388800
1995-07-01,5.679688,6.828125,5.531250,5.656250,3.537765,2330859200
1995-08-01,5.671875,6.296875,5.437500,5.781250,3.615946,2130745600
1995-09-01,5.734375,6.117188,5.210938,5.656250,3.537765,1622329600
1995-10-01,5.656250,6.460938,5.023438,6.250000,3.909132,2228136000
1995-11-01,6.257813,6.312500,5.265625,5.445313,3.405832,1870920000
1995-12-01,5.445313,5.921875,5.320313,5.484375,3.430264,1653614400
1996-01-01,5.492188,5.828125,4.992188,5.781250,3.615946,2056616000
1996-02-01,5.765625,6.476563,5.750000,6.167969,3.857825,1636929600
1996-03-01,6.148438,6.691406,5.914063,6.445313,4.031293,1698950400
1996-04-01,6.446289,7.117188,6.226563,7.078125,4.427090,1346283200
1996-05-01,7.054688,7.500000,6.851563,7.421875,4.642094,1207328000
1996-06-01,7.421875,7.867188,7.265625,7.507813,4.695845,1280102400
1996-07-01,7.515625,7.679688,6.718750,7.367188,4.607888,2176897600
1996-08-01,7.367188,7.882813,7.335938,7.656250,4.788687,1143864000
1996-09-01,7.625000,8.664063,7.539063,8.242188,5.155167,1299435200
1996-10-01,8.234375,8.695313,8.179688,8.578125,5.365280,1340635200
1996-11-01,8.578125,9.875000,8.531250,9.804688,6.132450,1620968000
1996-12-01,9.843750,10.765625,9.266602,10.328125,6.459836,1459023200
1997-01-01,10.390625,12.906250,10.093750,12.750000,7.974626,1565781600
1997-02-01,12.828125,12.937500,11.750000,12.187500,7.622806,1297152800
1997-03-01,12.125000,12.625000,10.953125,11.460938,7.168368,1477638400
1997-04-01,11.265625,15.328125,11.218750,15.187500,9.499189,1907452000
1997-05-01,15.250000,16.132813,14.359375,15.500000,9.694651,1297835200
1997-06-01,15.625000,16.867188,14.781250,15.796875,9.880330,970189600
1997-07-01,15.804688,18.843750,15.406250,17.671875,11.053068,1693945600
1997-08-01,17.671875,18.078125,16.375000,16.523438,10.334768,1169070400
1997-09-01,16.640625,17.531250,16.328125,16.539063,10.344537,1153615200
1997-10-01,16.562500,17.453125,15.437500,16.250000,10.163742,1533380800
1997-11-01,16.453125,17.781250,16.125000,17.687500,11.062842,915970400
1997-12-01,17.742188,18.328125,14.750000,16.156250,10.105103,1437224000
1998-01-01,16.203125,18.765625,15.546875,18.648438,11.663870,1486108000
1998-02-01,18.968750,21.500000,18.812500,21.187500,13.251951,1402018400
1998-03-01,21.468750,22.734375,19.812500,22.375000,13.994684,1099927600
1998-04-01,22.453125,24.781250,21.656250,22.531250,14.092415,1018977200
1998-05-01,22.546875,22.750000,20.468750,21.203125,13.261727,1095382400
1998-06-01,20.968750,27.140625,20.781250,27.093750,16.946072,1233152400
1998-07-01,27.281250,29.906250,26.343750,27.484375,17.190413,1229298000
1998-08-01,27.281250,28.437500,23.937500,23.984375,15.001290,1350039600
1998-09-01,23.812500,28.656250,23.625000,27.515625,17.209948,1192324400
1998-10-01,27.015625,27.531250,21.937500,26.468750,16.555170,1643049200
1998-11-01,26.593750,32.566406,26.187500,30.500000,19.076563,1162706800
1998-12-01,30.062500,36.000000,30.031250,34.671875,21.685896,1101522000
1999-01-01,34.902344,43.781250,34.000000,43.750000,27.363922,1472518800
1999-02-01,43.859375,43.984375,35.996094,37.531250,23.474333,1599103200
1999-03-01,37.390625,47.312500,36.765625,44.812500,28.028477,1569410000
1999-04-01,45.625000,47.812500,39.937500,40.656250,25.428896,1163599400
1999-05-01,40.718750,40.906250,37.750000,40.343750,25.233442,1124257000
1999-06-01,40.312500,45.125000,38.062500,45.093750,28.204390,887432600
1999-07-01,44.937500,50.375000,42.750000,42.906250,26.836187,1144701200
1999-08-01,42.843750,48.187500,40.812500,46.281250,28.947117,1347994200
1999-09-01,46.156250,48.937500,44.406250,45.281250,28.321653,977273600
1999-10-01,45.093750,47.625000,42.531250,46.281250,28.947117,1062304400
1999-11-01,46.625000,47.250000,42.187500,45.523438,28.473125,1465256000
1999-12-01,45.531250,59.968750,45.437500,58.375000,36.511280,1260977800
2000-01-01,58.687500,59.312500,47.437500,48.937500,30.608501,1274875200
2000-02-01,49.250000,55.000000,44.062500,44.687500,27.950279,1334487600
2000-03-01,44.812500,57.500000,44.468750,53.125000,33.227592,2028187600
2000-04-01,47.218750,48.250000,32.500000,34.875000,21.812950,2258146600
2000-05-01,36.437500,37.000000,30.187500,31.281250,19.565203,1344430800
2000-06-01,32.187500,41.093750,31.906250,40.000000,25.018436,1467050200
2000-07-01,39.843750,41.437500,33.625000,34.906250,21.832489,1234185800
2000-08-01,34.968750,37.437500,34.062500,34.906250,21.832489,1219399800
2000-09-01,35.000000,36.031250,29.312500,30.156250,18.861553,1425533800
2000-10-01,30.250000,35.062500,24.218750,34.437500,21.539310,2469415600
2000-11-01,34.250000,36.187500,28.500000,28.687500,17.942913,1983462600
2000-12-01,29.031250,30.312500,20.156250,21.687500,13.564684,2056668200
2001-01-01,22.062500,32.375000,21.437500,30.531250,19.096096,2005531200
2001-02-01,30.406250,32.531250,26.937500,29.500000,18.451099,1536895600
2001-03-01,29.281250,30.562500,24.875000,27.343750,17.102449,1895349800
2001-04-01,27.406250,35.549999,25.531250,33.875000,21.187489,2075807000
2001-05-01,33.830002,36.075001,33.625000,34.590000,21.634697,1777305800
2001-06-01,34.799999,38.075001,33.005001,36.500000,22.829329,1449177800
2001-07-01,36.025002,36.575001,32.099998,33.095001,20.699629,1455201000
2001-08-01,33.400002,33.770000,28.150000,28.525000,17.841278,1153896400
2001-09-01,28.594999,29.540001,23.750000,25.584999,16.002419,1510824400
2001-10-01,25.469999,31.815001,25.205000,29.075001,18.185272,1750891000
2001-11-01,30.040001,34.169998,29.799999,32.105000,20.080425,1330968600
2001-12-01,31.915001,34.945000,31.900000,33.125000,20.718397,977089000
2002-01-01,33.325001,35.310001,30.665001,31.855000,19.924055,1360115800
2002-02-01,32.075001,32.250000,28.575001,29.170000,18.244694,1131159200
2002-03-01,29.525000,32.500000,29.155001,30.155001,18.860777,1073244200
2002-04-01,29.915001,30.200001,25.719999,26.129999,16.343296,1417479400
2002-05-01,26.080000,28.219999,24.174999,25.455000,15.921109,1420266200
2002-06-01,25.495001,28.219999,24.584999,27.350000,17.106367,1834073000
2002-07-01,27.059999,27.465000,20.705000,23.990000,15.004810,2432188000
2002-08-01,23.790001,26.725000,21.900000,24.540001,15.348813,1715757200
2002-09-01,24.260000,25.549999,21.555000,21.870001,13.678839,1695705800
2002-10-01,22.160000,27.035000,21.594999,26.735001,16.721699,2475370600
2002-11-01,26.215000,29.320000,25.950001,28.840000,18.038292,1555997200
2002-12-01,29.325001,29.480000,25.629999,25.850000,16.168171,1268370200
2003-01-01,26.150000,28.660000,23.514999,23.730000,14.842186,1718662200
2003-02-01,23.965000,24.990000,23.000000,23.700001,14.823419,1346970800
2003-03-01,24.020000,26.799999,22.549999,24.209999,15.191094,1371902600
2003-04-01,24.459999,26.430000,23.950001,25.570000,16.044462,1249617700
2003-05-01,25.540001,26.500000,23.889999,24.610001,15.442089,1311003700
2003-06-01,24.980000,26.510000,23.600000,25.639999,16.088381,1569995800
2003-07-01,25.590000,27.809999,25.389999,26.410000,16.571539,1292011000
2003-08-01,26.330000,26.950001,25.430000,26.520000,16.640556,966506900
2003-09-01,26.700001,30.000000,26.469999,27.799999,17.443726,1253309100
2003-10-01,28.030001,29.459999,25.910000,26.139999,16.402107,1400032500
2003-11-01,26.350000,26.750000,24.840000,25.709999,16.222811,1442336700
2003-12-01,25.900000,27.549999,25.500000,27.370001,17.270260,1476461300
2004-01-01,27.580000,28.830000,27.260000,27.650000,17.446936,1232189000
2004-02-01,27.610001,27.799999,26.350000,26.530001,16.740221,1032065600
2004-03-01,26.629999,26.719999,24.010000,24.930000,15.730639,1703041000
2004-04-01,24.950001,27.719999,24.850000,26.129999,16.487831,1558947800
2004-05-01,26.190001,26.600000,25.420000,26.230000,16.550932,1141456900
2004-06-01,26.129999,28.799999,25.860001,28.559999,18.021141,1534889700
2004-07-01,28.700001,29.889999,27.250000,28.490000,17.976973,1550446900
2004-08-01,28.270000,28.549999,26.850000,27.299999,17.226091,1094195300
2004-09-01,27.230000,27.790001,26.740000,27.650000,17.498402,1141012300
2004-10-01,27.820000,28.889999,27.549999,27.969999,17.700911,1300591200
2004-11-01,28.160000,30.200001,26.100000,26.809999,16.966808,1739407300
2004-12-01,26.950001,27.440001,26.680000,26.719999,18.846716,1803777700
2005-01-01,26.799999,27.100000,25.639999,26.280001,18.536366,1521414300
2005-02-01,26.250000,26.500000,25.129999,25.160000,17.746382,1361126000
2005-03-01,25.190001,25.790001,23.820000,24.170000,17.100695,1541411300
2005-04-01,24.240000,25.450001,23.940001,25.299999,17.900183,1520253700
2005-05-01,25.230000,26.090000,24.639999,25.799999,18.253939,1270563700
2005-06-01,25.730000,26.000000,24.820000,24.840000,17.630478,1303029500
2005-07-01,24.850000,26.480000,24.500000,25.610001,18.176996,1321407700
2005-08-01,25.809999,27.940001,25.760000,27.379999,19.433270,1441979300
2005-09-01,27.379999,27.389999,25.120001,25.730000,18.316336,1348861500
2005-10-01,25.709999,25.799999,24.250000,25.700001,18.294983,1439659900
2005-11-01,25.610001,28.250000,25.610001,27.680000,19.704475,1444948300
2005-12-01,27.730000,28.100000,26.100000,26.150000,18.669884,1271695500
2006-01-01,26.250000,28.379999,26.100000,28.150000,20.097788,1388622700
2006-02-01,27.959999,28.070000,26.340000,26.870001,19.183929,1047699000
2006-03-01,26.980000,28.219999,26.620001,27.209999,19.492508,1437940900
2006-04-01,27.670000,27.940001,24.000000,24.150000,17.300396,1446126900
2006-05-01,24.320000,25.000000,22.450001,22.650000,16.225845,2309193400
2006-06-01,22.740000,23.650000,21.459999,23.299999,16.756571,1971637200
2006-07-01,23.530001,24.600000,22.230000,24.059999,17.303143,1332298100
2006-08-01,24.020000,26.250000,23.850000,25.700001,18.482574,1134188400
2006-09-01,25.889999,27.520000,25.389999,27.350000,19.741632,1097482600
2006-10-01,27.320000,28.850000,27.150000,28.709999,20.723293,1290967400
2006-11-01,28.780001,30.000000,28.580000,29.360001,21.192484,1239142000
2006-12-01,29.230000,30.260000,28.799999,29.860001,21.627079,1137160900
2007-01-01,29.910000,31.480000,29.400000,30.860001,22.351360,1324518200
2007-02-01,30.840000,30.940001,27.790001,28.170000,20.403030,1290850900
2007-03-01,27.820000,28.549999,26.600000,27.870001,20.255745,1269506500
2007-04-01,27.889999,30.740000,27.559999,29.940001,21.760204,958964900
2007-05-01,29.940001,31.160000,29.900000,30.690001,22.305309,1327154700
2007-06-01,30.790001,30.900000,29.040001,29.469999,21.487991,1181412800
2007-07-01,29.670000,31.840000,28.950001,28.990000,21.138008,1295548000
